id,route,location,url,avg_stars,route_type,rating,pitches,length,area_latitude,area_longitude, desc, protection, num_votes
908,White Rabbit,East Wall Trail > Harrison Bluffs > Fraser Valley > British Columbia > Canada > North America > International,https://www.mountainproject.com/route/114471450/white-rabbit,3.0,Sport,5.10+,1,60.0,49.2817,-121.7888,Climb over the low roof left of Red Pill and then straight up the face on potato chip edges. Move right at the top to the Red Pill anchor,7 bolts.,4
1049,50 More Seconds of Fun,Upper Cove > Bowman Valley > Bowman/Emeralds > I-80 Corridor > Lake Tahoe > California,https://www.mountainproject.com/route/113745509/50-more-seconds-of-fun,2.0,Sport,5.9,1,40.0,39.44,-120.65791999999999,Steepest climb at the Upper Cove~good holds and fun movement~ if only it was longer!    50 more seconds of fun filled rock throwing guy~ you know who you are.,Bolts. Equipped for lower off or rap,4
1050,589 (Per Clint Cummins Guide Book) Unknown (Per Sloan Guide Book),Reed's Pinnacle > p. Reed's Pinnacle Area > Lower Merced River Canyon > Yosemite Valley > Yosemite National Park > California,https://www.mountainproject.com/route/117726670/589-per-clint-cummins-guide-book-unknown-per-sloan-guide-book,2.0,Trad,5.9,1,50.0,37.72439,-119.70063,A short and fun climb that with the right beta will be cruiser and the wrong beta will make it seem two grades harder.  Start with good fingers or hands before the climb opens up to uncomfortable offwidth (the hard beta) or a lie-back to the first ledge.  Fun stemming up to the chimney for some more comfortable but unprotectable stemming to the anchors.,This climb eats gear. Standard rack. ,1
1051,7UP Crack,North Slope > Lake Ramona > North San Diego County > San Diego County > California,https://www.mountainproject.com/route/114200149/7up-crack,2.0,"Trad, TR",5.9,1,15.0,33.01205,-116.94636000000001,Low start below thick brush then into a thin~ left leaning tips crack.  Easy topout.,Pad,1
1052,9 to 5,Clock Rock > Benton Crags > Eastern Hills > Sierra Eastside > California,https://www.mountainproject.com/route/117110174/9-to-5,1.0,Trad,5.9 PG13,1,80.0,37.72942000000001,-118.56528999999999,Follow the upward left diagonal ramp~ then climb up a short headwall and over a lip to a prominent plate/chickenhead.  Continue up the slab past a thin horizontal crack (pin) to the anchor. The overall climbing is relatively easy~ but pro is generally sparse and thin.  A decent climb if you want to get in a bit more mileage for the grade~ otherwise a little on the chossy side.,Small rack of mostly thin gear~ one pin~ bolted anchor (shared with 'Here's To The Good Stuff'),2
1053,90's Chick,Middle Tier (Right Side) > Middle Tier > Frustration Creek > Highway 38 Crags > San Bernardino Mountains > California,https://www.mountainproject.com/route/108343667/90s-chick,3.0,Sport,5.9,1,80.0,34.102470000000004,-116.96456,fun climbing to a roof in a left facing dihedral. continue up steep rock.,12 bolts~ chain anchor,23
1054,976,Hemingway Buttress (East Face Center) > Hemingway Buttress > Lost Horse Area > Joshua Tree National Park > California,https://www.mountainproject.com/route/105846279/976,1.0,Trad,5.9,1,50.0,34.02427,-116.17832,This short route climbs an obvious crack system on the right side of the wall.  It is a fairly nice finger and hand crack~ with adequate protection. ,standard rack,2
1055,"??? [""Kung Fu Panda""- is not original name]",Lower Cathedral Rock > Lower Cathedral Area > Valley South Side > Yosemite Valley > Yosemite National Park > California,https://www.mountainproject.com/route/109500119/kung-fu-panda-is-not-original-name,2.6,Trad,5.9,1,100.0,37.71843,-119.64658999999999,"The route climbs better than it looks.   location - 10 feet left from ""Mac Daddy 11a"" thin crack system in the corner goes up to set of new bolts.",double from green alien to #1 camalot,47
1056,A Bull with Gas,Siberia > Outer Mongolia > The Middle Kingdom > Wonderland North > Wonderland of Rocks > Joshua Tree National Park > California,https://www.mountainproject.com/route/106044947/a-bull-with-gas,2.3,Sport,5.9,1,100.0,34.06957,-116.16993000000001,"Start to the right of ""Randy""~ in a low angle ramp-like section~ then climb steeper plates (some loose)~ past a fixed pin and seven bolts.   This angles up and right to the first belay of ""Love Gas"". Rappel (60 meter meter rope~ 70 meter is better) or continue up ""Love Gas"" and Rappel. ",8 bolts~ anchors,54
1057,A Danger to Ourselves and Others,Area 13 - Left Side > Area 13 > Clark Canyon > Mammoth Lakes Area > Sierra Eastside > California,https://www.mountainproject.com/route/109573947/a-danger-to-ourselves-and-others,3.0,Trad,5.9,5,500.0,37.78854000000001,-118.91226,This route is a fun jug hauling romp across Area 13 for when you are just looking for something a little different or simply want the juggy pockets never to end.    It starts on the route Exqueeze Me and ends on Inyo Face. The pitches are all kept short because of serious rope drag in crossing aretes and traversing alcoves. Because Area 13 is a very popular crag and this route traverses pretty much every route on it~ it can only be recommended to be climbed midweek or with utmost consideration for other parties.   Pitch 1 - Starting on Exqueeze Me~ traverse right and up clipping the 2nd or 3rd bolts of the routes crossed. Aim for the point where the route Ugly~ Fat~ Mean~ Come to Mammoth~ Be a Queen transfers from the blocky face to the arete. Thin slab climbing (the technical crux) from this point leads up and right to the belay ledge halfway up Wild Will's Arete.   Pitch 2 - Stem and flake climbing leads straight up from the belay to a bolt. Traverse right from here around the arete and onto the face. Level traversing around the alcove leads to a couple exciting moves getting to a sloping ledge and the belay for Borrowing From Tradition.   Pitch 3 - Level traversing right~ moving up where harder~ leads to a long right slanting crack. Follow this crack to a large ledge. Belay from the ledge with a gear anchor.   Pitch 4 - Exciting but easy moves off the belay slightly down and right (harder for the follower) leads to easy face climbing trending up and to the right. Belay on a ledge with a horizontal crack just above it. This ledge is located about 5 feet above the anchors for Demasiado.   Pitch 5 - Fun juggy face climbing up and right leads to the prominent buttress of Inyo Face. Climb this to the top.,The protection on this climb is mostly bolts with gear in between routes. The recommended rack is a single rack from .3 to 3~ a set of nuts~ and 12 draws where at least half of the draws are extendable alpine draws.,2
1058,A Day At The Pod Races,Jabba > Tatooine > Fairview Mountain > Apple Valley Crags > High Desert > California,https://www.mountainproject.com/route/107022434/a-day-at-the-pod-races,1.7,Sport,5.9,1,35.0,34.56338,-117.12069,Clip a low first bolt and pull up on jugs.  Continue up and left clipping closely spaced bolts.,5Bs~ 2 bolt anchor with chains.,20
1199,Blackie,The Upper Tier > Echo Cliffs > Santa Monica Mountains > Los Angeles Basin > California,https://www.mountainproject.com/route/106726289/blackie,2.4,Sport,5.9,1,50.0,34.125440000000005,-118.92721,"Blackie climbs up the right side of the face~ left of the crack/gully~ and 30 feet left of ""Welcome to Echo."" Begin climbing below an arching~ left facing~ crescent shaped flake where the rock changes from tan to black. Climb up the flake on side-pulls~ edges~ and small pockets on wonderful black rock. From the top of the flake move up and right on horizontals and pockets. Higher pull through a bulge and continue to the top~ and the anchor~ on positive edges and pockets.",5 bolts & 2-ring Fixe anchor.,7
1200,Blacklisted,Black Face > Echo Cliffs > Santa Monica Mountains > Los Angeles Basin > California,https://www.mountainproject.com/route/106518253/blacklisted,2.3,Sport,5.9,1,100.0,34.12585,-118.92331000000001,This climb has positive edges the whole way (thanks somewhat to the massive amount of glue employed to keep the holds in place . . .).  It starts steep~ then eases for a bit before steepening up again at the end.,10 bolts to two open shuts,14
1201,Blame It On The 'Biner,"Wheeler Gorge - East Gully (aka ""Cobble Choss"") > Hwy 33/Ojai > Central Coast > California",https://www.mountainproject.com/route/112386572/blame-it-on-the-biner,1.5,Sport,5.9,1,,34.50707,-119.27396999999999,Highest route in the gully. Shares an anchor with the route to the right.,bolts,2
1202,Blasphemy,Holy Trinity > Upper Gorge > Owens River Gorge > Bishop Area > Sierra Eastside > California,https://www.mountainproject.com/route/114329229/blasphemy,2.1,Sport,5.9,1,110.0,37.52349,-118.57518,Cruxes at left leaning section 1st half (tippy and awkward) and below the transition from crack to flake near the top. Remarkable finger locks and holds near the top.,13 bolts~ hook anchors,7
1203,Blind Man's Bluff,Higher Cathedral Rock > Cathedral Spires Area > Valley South Side > Yosemite Valley > Yosemite National Park > California,https://www.mountainproject.com/route/108408620/blind-mans-bluff,1.0,Trad,5.9,4,700.0,37.7144,-119.6347,"This is a fun and adventurous climbs up the outside face to the left of Braille Book. The climb consists almost entirely of face climbing on big knobs and features~ with occasional crack systems for pro. There are no bolts on Blind Man's Bluff~ which makes the route finding and protection the main challenges of the climb. The climb feels a bit like The Flakes on MCR~ but shorter and not quite as good.    About 20ft left of the start of Braille Book is an outside corner with a large system of detached flakes resting against the wall. Begin by scrambling up the flakes (mind the loose rock) to reach a point beneath and to the right of a prominent roof. Climb an offwidth crack to the right of the roof and then stem across to traverse left just a few feet above the lip. Follow a crack system angling up and left to reach a half-driven pin. Tie off the pin and make a couple 5.8 moves traversing left to gain another crack system. Climb up the left side of a sort of rotten flake to reach a stance with a horizontal crack for an anchor (2-3""). This is a long pitch and has potential for very bad rope drag if you place gear in the wrong places.    The second pitch begins with a steep flake above the anchor~ then follows a corner system (5.9). After the corner wander up the face (runout)~ aiming for another left facing corner and roof. Move past the roof and climb easy terrain to a ledge atop some pinnacles and chockstones.    Pitch three climbs up beneath the bulge~ then traverses left before finally pulling over. Climb the arete to the right of a roof. At this point there's probably several ways to finish. I continued up and left to a bolted anchor with mussy-hooks (I think part of Remain In Light)~ then climbed up and right through some sort of loose flakes. This takes you big ledges and a tree where you join up with Braille Book and every other route in the area.    Climb the final 5.4 pitch of Braille Book to finish. Use the standard walk off to descend.","Pro to 3""",1
1204,Block and Tackle,The Crane > The Crane > Cougar Buttes > High Desert > California,https://www.mountainproject.com/route/114071656/block-and-tackle,1.5,"Sport, TR",5.9,1,100.0,34.50546,-116.79995,Crux is the upper half of climb on thin plates.,Bolted Sport to bolted anchor,2
1205,Blockbuster,Eagle Lake Cliff > Eagle Creek Canyon > West Shore > Lake Tahoe > California,https://www.mountainproject.com/route/105879431/blockbuster,2.6,Trad,5.9,1,,38.93997,-120.12315,"30' right of ""Crackula"" is a right facing corner.   Climb double cracks to a roof and follow a wide crack over the roof.","Pro to 3"" (or wider).",10
1206,Blockhead,1. Northeast Face > Calaveras Dome > Calaveras Domes > Carson Pass Highway (88) > Lake Tahoe > California,https://www.mountainproject.com/route/116384726/blockhead,1.0,Trad,5.9,1,120.0,38.48669,-120.22452,Start up the large wide left facing offwidth to the Right of Rastaman Vibrations and the Hyena Arch. Undercling a small overhang until you can establish yourself in the gradually widening offwidth above. Two bolt anchor on top of the Blockhead pillar. ,"Cams to 4""",1
1207,Bloody Knuckles,Moderate Crag > Lucerne Limestone > High Desert > California,https://www.mountainproject.com/route/106366694/bloody-knuckles,2.3,Sport,5.9,1,40.0,34.51723,-116.99,1st route on the left side of the Moderate Crag.  Go up the vertical clean section of rock between the arete on the left and a crack on the right.,3 bolts~ chain anchors,8
